tide_range,beam,beam_pair,lat,lon,repeat_cycles_no,track
0.802597069,pair,1,-84.93345099,-162.8772399,4,593
0.802578721,l,3,-82.89257271,-171.7847809,5,868
0.802450518,l,1,-78.8369897,-161.6761143,3,1066
0.80241881,l,3,-81.59119643,-154.5233453,3,654
0.802403597,r,2,-76.40025727,-145.7685949,2,1355
0.801777718,pair,2,-82.98158474,-170.9728994,3,807
0.801543842,r,3,-83.88287399,-165.8564724,3,130
0.801381548,l,2,-77.12976333,-147.7427388,3,1089
0.801284411,l,3,-85.20674886,-153.6386027,4,623
0.801141808,r,3,-79.72004603,-162.9990154,4,1105
0.800960379,r,1,-78.97059903,-164.1604634,3,1105
0.800904485,r,3,-78.849631,-163.9640612,3,1105
0.800903371,r,3,-79.10743628,-151.234532,4,129
0.800888371,pair,2,-84.62164439,-163.1111211,5,1157
0.800587146,l,1,-79.5919123,-150.5332426,5,593
0.800560803,l,3,-81.04939413,-150.5060541,5,410
0.800504752,pair,2,-81.29015003,-157.4427404,4,14
0.800318636,l,2,-85.34693058,-154.5614003,4,1126
0.800199391,pair,3,-81.03056892,-155.5016087,3,1120
0.799968709,l,1,-80.32451093,-150.9245109,3,190
0.799805955,l,2,-78.41731318,-155.4648043,3,1318
0.799418453,l,1,-76.81647326,-150.3455875,3,776
0.799397503,l,2,-81.28886742,-157.4377869,4,14
0.799157933,r,2,-84.00003219,-164.983754,5,69
0.798842916,l,2,-77.18039577,-147.1841399,5,586
0.798663173,l,3,-81.2894427,-158.9436721,3,578
0.798553534,r,3,-79.88085416,-160.2077981,3,1364
0.798347149,l,3,-84.32199385,-164.028313,4,837
0.798242056,pair,1,-79.87363724,-159.1741684,3,319
0.798199673,l,3,-85.22815612,-148.5684858,5,160
0.797897422,l,1,-77.30195014,-146.709192,3,83
0.797890594,r,2,-78.10321802,164.3349845,3,534
0.797779733,pair,3,-81.60218642,-161.559674,2,282
0.797485357,l,1,-83.76945917,-168.3855567,3,252
0.797434006,l,1,-77.0217002,-146.9246878,3,83
0.797406181,r,2,-79.86513905,161.1865215,3,1137
0.796672582,l,1,-78.36788105,-154.6256512,3,312
0.796607711,pair,2,-79.12236925,-151.2260797,4,212
0.796489045,pair,2,-78.74253704,166.9589083,5,588
0.796256189,r,3,-78.65484656,165.2187874,3,412
0.796097761,r,2,-77.01165599,-145.4947566,5,906
0.796044808,l,1,-79.60725382,160.7053592,5,1137
0.796034535,pair,1,-79.66430357,-158.9283888,4,319
0.795882891,pair,2,-83.03694687,-156.6782856,2,1044
0.795767387,r,2,-80.93307382,-148.0565526,3,1172
0.795708817,l,2,-81.04916227,-155.7597901,5,837
0.795233195,r,3,-77.27879472,-149.2985529,3,769
0.79502526,r,3,-84.30604299,-165.6186922,4,694
0.795024692,r,2,-84.62116006,-163.1138744,5,1157
0.794854596,l,2,-81.79214023,-157.7848657,3,898
0.794650449,l,1,-84.30924012,-179.4249148,3,1173
0.794536935,pair,1,-79.46462283,-151.4382056,3,1074
0.794490473,l,2,-85.28378227,-150.9890154,3,343
0.794467765,l,2,-83.0710829,-158.1520897,4,1166
0.794443074,l,2,-81.59961345,-161.8571627,4,319
0.794370416,pair,2,-84.70160566,-160.9379428,2,892
0.794021759,pair,1,-79.75639809,-162.6705643,3,1066
0.793772454,l,2,-78.13548236,-157.7908663,4,1264
0.793745427,pair,2,-76.88562119,-146.1187702,3,1355
0.793048975,pair,2,-81.59847289,-161.8581653,4,319
0.79286243,l,1,-78.64393569,164.7677585,3,473
0.792562717,pair,3,-79.66314802,-149.5716657,5,510
0.792464807,l,2,-84.31857976,-165.245435,4,959
0.792455784,pair,1,-81.56650245,-154.8370659,3,715
0.792314757,r,2,-76.88555046,-146.1206026,3,1355
0.792175644,r,2,-79.53652378,-163.3851085,4,1105
0.792113781,r,3,-78.20844653,-157.5806522,3,556
0.792111215,r,3,-83.17984453,-166.4143787,3,8
0.791964853,pair,3,-81.7960178,-157.7541239,4,1340
0.791903695,pair,2,-85.3086288,-151.7432076,3,1385
0.791766082,l,3,-83.2099626,-157.8031553,3,1096
0.791763428,l,3,-85.30836607,-158.1214322,4,928
0.791454509,l,3,-84.77951078,-164.9521145,4,1218
0.791428532,l,3,-81.60744912,-161.8120622,4,1227
0.791369744,pair,3,-79.62093901,-163.1189424,4,1105
0.791339213,pair,1,-81.28623084,160.8966202,5,375
0.791310738,r,2,-77.16935093,-149.5240167,3,769
0.791176545,r,1,-78.24069789,-156.2948855,2,434
0.791124841,l,2,-77.0189086,-146.7904551,3,83
0.791022309,l,2,-76.88551614,-146.1168064,3,1355
0.790932105,l,3,-83.26024553,-169.8893433,2,182
0.790917403,pair,2,-80.16686396,-150.1653843,4,129
0.790762837,l,3,-79.71303607,-149.2000636,3,913
0.79069861,l,2,-79.53628147,160.5357091,4,695
0.790589495,pair,2,-84.00746751,-164.6346949,2,75
0.79036507,r,1,-76.73966359,-146.0915382,5,464
0.790220923,r,3,-84.44149599,-172.3107288,3,60
0.789954377,pair,3,-81.40235178,-157.0564695,3,1340
0.789818469,l,1,-79.59636752,-163.2324815,2,160
0.78950739,r,3,-79.85207994,-161.5793682,3,944
0.789397897,l,3,-81.59399116,-162.0609004,4,319
0.789295144,pair,1,-83.20651534,-158.0619396,4,1166
0.789268617,r,2,-77.12593145,-147.7418934,3,1089
0.789254853,l,1,-85.26015186,-151.0555169,3,1385
0.789156507,r,3,-81.8058997,-157.7755918,4,1340
0.789052842,l,2,-79.1226125,-151.2244501,3,212
0.788431903,pair,3,-77.21864246,-145.9759722,4,967
0.788393825,pair,2,-83.21158374,-157.7804872,4,1166
0.788362546,pair,1,-85.1803991,-155.3012992,5,364
0.788347421,l,1,-83.0850679,-158.3788692,4,1166
0.788235652,l,1,-79.87888587,-160.2169637,2,1325
0.787957626,l,1,-79.75753019,-162.6694844,3,1066
0.787867251,l,3,-84.82805166,-158.6995786,4,328
0.787618592,l,1,-79.68519371,-162.6113668,2,1044
0.787479934,l,1,-84.50881675,-170.0844691,4,380
0.787476537,l,3,-78.74475593,164.0026878,3,832
0.787010676,r,2,-78.74280574,166.9613969,5,588
0.786918347,r,1,-80.3243311,-150.9196409,3,190
0.786676964,l,3,-79.49625842,160.6596592,4,695
0.786410857,pair,2,-79.72508088,-162.8071501,3,1066
0.786088674,pair,1,-80.48448343,-150.7096533,3,190
0.785987686,r,2,-84.28191579,-178.7587342,4,1228
0.785926981,r,3,-83.15183068,-172.7162114,2,426
0.785848503,pair,2,-81.78981692,-157.7829737,3,898
0.785649978,r,3,-81.60412468,-161.5525217,2,282
0.78563062,r,3,-79.88079829,-160.835517,3,883
0.785569445,r,2,-84.70163108,-160.9330004,2,892
0.785528118,pair,3,-79.9095983,-159.5704965,3,319
0.785443309,r,2,-85.19007583,-155.4954349,3,806
0.785173842,pair,2,-80.50132345,-150.4992135,3,190
0.785138271,l,2,-79.72516726,-162.8048511,3,1066
0.785094711,pair,2,-77.13232707,-147.7388483,3,1089
0.78491327,l,1,-79.17570567,-151.1169228,3,212
0.784720993,pair,3,-83.05465694,-157.9287141,4,1166
0.784101481,l,2,-79.18237992,-153.6250976,3,395
0.784096632,pair,1,-78.366227,-154.6250527,3,312
0.783398987,pair,3,-84.4416506,-172.3067179,3,60
0.783039631,r,1,-79.87388833,-159.1772262,3,319
0.783039552,l,2,-84.34325725,-177.0271779,4,487
0.782971704,pair,3,-80.95699865,-148.2876761,2,1172
0.782873952,r,2,-81.59681483,-161.8582512,4,319
0.782577232,pair,2,-85.3294226,-160.3150462,2,633
0.782215365,pair,3,-80.63556091,-149.3696036,5,1294
0.782211519,r,2,-81.27628383,-158.2021827,5,75
0.781781604,l,3,-84.0315349,-164.2439103,4,14
0.781655362,l,2,-83.22519936,-168.1248644,3,130
0.781167614,l,3,-79.79495317,-162.134658,2,1044
0.781019103,l,1,-78.42888053,-155.3113227,4,136
0.780996808,pair,1,-83.05082041,-156.3432178,6,593
0.780991744,pair,3,-81.286483,-162.0992285,3,282
0.78098171,l,3,-80.95726725,-148.2854217,2,1172
0.780945119,l,2,-79.48710259,-151.2464454,3,1074
0.78087555,pair,1,-83.33909615,-157.7067231,4,1166
0.780646177,l,1,-84.32746983,-164.952356,4,959
0.780626594,r,1,-78.24571613,166.0758,2,146
0.780583883,pair,2,-78.3863155,-154.7135326,6,1257
0.780468492,l,1,-79.16150189,-153.5848188,4,754
0.78023633,r,3,-83.0369626,-156.3138899,3,90
0.779808355,r,1,-81.94904765,-157.8593987,3,898
0.779786454,l,1,-82.69340467,-154.447836,4,974
0.779674165,r,1,-84.72812096,-166.8777316,4,877
0.779587099,l,2,-83.35454599,-162.3238129,4,1090
0.779468392,l,3,-79.66352673,-149.8333106,3,68
0.779251652,pair,3,-81.28953092,-158.9461957,3,578
0.779243659,r,1,-79.66421179,-158.9308663,4,319
0.779232479,l,1,-79.13140612,-151.3299812,3,1157
0.779196065,r,1,-83.22658913,-157.3176531,3,1096
0.77896936,r,3,-81.32602905,-161.347568,2,761
0.778940497,l,1,-81.61334088,-161.4074432,3,761
0.778862139,pair,3,-79.71277468,-149.2021415,3,913
0.778706191,l,3,-76.73182778,-149.465975,4,1211
0.778559142,pair,1,-83.20510427,-172.319787,2,426
0.778262215,pair,2,-79.90221156,-159.3850193,3,319
0.778206398,pair,1,-83.22637642,-157.3132825,3,1096
0.77801047,r,1,-82.29382514,-153.5963585,4,974
0.777781961,pair,2,-83.35170322,-162.3279001,4,1090
0.77773856,l,3,-84.99490662,-150.9398822,4,501
0.777671278,l,2,-82.93961857,-171.1255756,3,365
0.7774692,r,3,-78.74605619,-156.4537209,4,639
0.777437178,pair,2,-79.87807508,-154.6787798,3,1379
0.777261698,pair,2,-83.19135004,-164.7629481,4,1203
0.776639113,l,2,-83.01044309,-157.2781121,5,654
0.776566783,r,2,-81.01365702,160.9343418,4,817
0.776513666,l,1,-85.01954627,-150.8238787,3,1004
0.776376736,pair,1,-83.82147578,174.7310719,3,838
0.776080691,pair,1,-77.60294487,-149.578837,4,327
0.775608275,pair,2,-80.92605926,-148.0433246,3,1172
0.775594458,l,2,-78.38604378,-154.7159244,6,1257
0.77544015,l,2,-81.05735746,-150.3184805,5,410
0.775332616,l,1,-81.29769915,-161.7163058,3,221
0.775014287,r,2,-79.63014727,-149.9739948,5,532
0.774976072,r,3,-84.53184893,-170.4076746,3,679
0.774884795,l,1,-78.75166758,166.8079733,5,588
0.774512935,r,1,-81.61469045,-161.4157314,3,761
0.774268439,l,1,-78.97251488,-164.1631455,3,1105
0.774220145,pair,1,-84.58686735,-168.7899083,3,54
0.774008154,r,2,-78.27685669,-157.1449414,3,1203
0.773966029,pair,3,-80.53751856,-150.0097954,3,1355
0.773867462,pair,3,-81.59160612,-154.5271161,3,654
0.773769726,r,1,-81.59663136,-161.992916,2,282
0.773557964,pair,2,-82.94783519,-171.149896,4,365
0.773240336,pair,3,-81.04946747,-150.5089634,5,410
0.772775515,l,2,-80.16677809,-150.1679586,4,129
0.772746026,pair,2,-84.88419467,-163.0108731,4,593
0.772616755,r,3,-84.54375715,-169.6241601,4,1203
0.772540656,r,1,-81.65810057,-154.2181952,3,654
0.772500097,r,3,-78.53053103,-156.2400176,4,639
0.772396166,r,2,-79.1816912,-153.6289856,3,395
0.772267343,l,1,-84.55553709,-169.9630311,2,1060
0.772179027,r,3,-79.61004349,-163.1294171,4,1105
0.772152876,r,1,-84.33651092,-164.9958793,4,959
0.771975586,pair,1,-82.28119811,-153.5677898,4,974
0.771761399,l,1,-83.23555716,-169.9237653,3,252
0.77125247,l,3,-76.66382681,-149.2025995,2,212
0.770991806,l,2,-83.81605281,173.8887245,6,1213
0.770774657,l,2,-83.21205152,-157.7830051,4,1166
0.770699299,l,3,-79.11000664,-151.8937163,3,715
0.770688247,pair,1,-85.26999776,-156.0534626,3,1309
0.770541663,pair,3,-83.0107528,-157.5427949,5,654
0.770173462,r,2,-77.33383899,-150.4315082,3,388
0.77012386,r,3,-83.05453676,-157.9255465,4,1166
0.770114475,pair,3,-81.59388611,-162.0636797,5,319
0.770096043,l,2,-85.18391679,-153.6332213,5,1126
0.770043027,r,1,-83.33344676,-162.2808241,4,75
0.77000853,r,2,-79.72925532,-162.3822752,2,1044
0.769974512,l,1,-81.6988621,-158.6991011,3,75
0.769760994,pair,1,-84.66603795,-161.6539359,4,593
0.769388114,l,2,-78.28192106,-157.1452861,3,1203
0.769381925,l,3,-79.13969687,-154.2622186,2,898
0.769188224,l,3,-85.28022318,-158.9950117,5,547
0.769182902,l,3,-80.64572511,-149.3312851,3,129
0.769180411,r,2,-81.33680857,-161.1584053,2,761
0.76908623,r,1,-83.0505451,-156.3456481,6,593
0.768945737,r,2,-79.88338232,-159.3420091,3,358
0.768765366,l,3,-84.54436444,-169.6181734,4,1203
0.768454949,pair,2,-84.4139269,-174.0937582,4,1365
0.768407296,r,1,-83.47533056,-160.8582967,3,395
0.768350011,l,1,-80.8622546,160.8430106,4,1037
0.768029781,pair,1,-81.42373072,-156.6749012,3,1340
0.767962705,l,1,-83.44425435,-169.3338831,4,1066
0.767933836,l,1,-79.96120281,-152.9393514,2,312
0.767912707,r,2,-79.93445784,160.7525051,5,253
0.767749107,r,3,-84.49154528,-170.7014096,4,380
0.767612755,pair,3,-78.42824384,-155.6192294,4,136
0.76662148,l,1,-83.22684399,-157.3107103,3,1096
0.766316641,l,3,-78.36989606,-154.5785669,6,1257
0.766083964,r,1,-81.3547595,-160.9807146,3,761
0.766016665,pair,1,-79.47337211,-151.44133,5,212
0.766007243,r,2,-84.79086282,-164.6532927,3,1218
0.765967854,pair,2,-79.74137792,-162.3704358,2,1044
0.765764665,pair,1,-81.48878297,-155.4310166,3,678
0.765622012,r,3,-84.15241261,-165.2100768,6,517
0.765496852,pair,2,-81.40885291,-156.8588382,3,1340
0.76548604,r,1,-81.48815793,-155.4289905,3,678
0.765370952,r,1,-78.83257638,-155.9932063,2,1379
0.764701221,l,3,-79.16641643,-153.7707432,6,1257
0.764215873,r,3,-79.89836354,-159.5590127,3,319
0.764202917,pair,3,-85.25536476,-150.5428734,2,821
0.763744397,r,1,-81.10534988,-158.2490603,3,578
0.763503116,l,1,-78.29480928,-157.0057227,3,1203
0.763451104,r,1,-81.73261252,162.5526385,3,793
0.763408312,pair,2,-78.94003269,-164.0333537,3,1105
0.763166663,pair,2,-83.29359503,-157.5586766,4,1166
0.763119926,l,1,-77.09797426,-147.904554,3,1089
0.762813483,r,2,-85.06472171,-157.1619293,5,989
0.762654094,r,3,-81.05019388,-155.9870859,3,236
0.762597269,r,1,-85.30147897,-151.5590574,5,943
0.762555158,pair,2,-83.07164284,-158.1471075,4,1166
0.761793007,l,2,-82.25871524,-153.7514589,4,974
0.761719659,r,2,-83.03365767,-156.044528,3,90
0.761559606,pair,1,-80.58600738,160.7125895,3,153
0.761550614,pair,3,-79.72681601,-162.9825989,3,1066
0.761486949,pair,2,-85.28166645,-150.9955053,3,343
0.761163119,pair,1,-76.46595692,-147.3259241,3,83
0.761059628,r,3,-81.48419536,-155.381332,3,273
0.761040053,l,2,-79.88115363,-160.3955877,2,1325
0.76103281,l,1,-81.53022199,-163.0840385,3,441
0.760862323,pair,2,-77.378056,-152.9931619,3,14
0.760717844,pair,2,-77.02041841,-146.7873959,4,83
0.76065215,pair,1,-79.68336556,-162.6111453,2,1044
0.760538889,pair,1,-81.26848901,-158.5015931,3,578
0.760383727,l,3,-79.89976377,-155.4004165,2,456
0.759370175,pair,3,-82.8973084,-171.5404853,5,1310
0.759349212,l,3,-79.89976139,-159.5558291,3,319
0.759307292,pair,1,-77.38745518,-149.4933565,3,769
0.75898976,r,2,-76.97029261,-146.3045683,4,967
0.758840868,pair,1,-84.60420102,-168.406181,3,1142
0.757868127,l,3,-78.45194008,-155.7976397,2,434
0.757777763,l,2,-79.89550341,-159.3743805,3,319
0.757678316,l,3,-79.83006307,-148.0427737,3,349
0.757379837,pair,3,-80.18708257,-150.2169418,4,1074
0.757299759,pair,2,-79.9838278,-149.3563591,2,913
0.757089252,l,1,-77.34075922,-147.4568582,4,144
0.757072997,l,3,-84.97330785,-150.4603037,3,663
0.757033298,r,2,-82.26592525,163.3845117,3,168
0.756814213,r,3,-79.29949153,-159.8498107,3,358
0.756762984,r,3,-84.68243436,-167.6331828,3,75
0.756227878,l,3,-80.84320621,160.6087047,5,375
0.756074955,r,2,-85.27950366,-152.5591225,2,465
0.756007923,pair,1,-77.07528959,-149.2430061,4,212
0.755903584,pair,2,-83.42768895,-161.5161967,3,898
0.755140614,l,1,-85.18316559,-155.5705625,4,1309
0.755127071,pair,1,-77.28747613,-146.7186345,3,83
0.754861641,l,2,-81.43846362,-155.8269989,4,1181
0.754780545,l,1,-83.40592831,-164.2715668,4,770
0.754477968,r,3,-79.18128505,-152.7545522,2,776
0.754383692,l,2,-82.58240949,-153.3518709,5,236
0.754365761,l,3,-84.50968761,-170.7683645,4,380
0.754235074,pair,3,-79.53546029,-151.0191156,3,1074
0.753934503,r,2,-83.01445595,-157.2954365,5,654
0.753834509,l,3,-79.75329901,-149.248326,3,913
0.753721188,pair,1,-77.14561689,-149.295696,2,212
0.753250328,l,1,-83.20595732,-158.067059,4,1166
0.752609871,pair,1,-81.95139304,-157.8607286,4,898
0.752498604,r,1,-83.20157391,-172.3143327,2,426
0.752485253,pair,1,-79.58247354,-163.2492717,2,1127
0.752384634,l,1,-81.66383628,-154.2221523,3,654
0.752275613,l,2,-77.50858797,-149.5157432,4,327
0.75219468,pair,3,-83.04746285,-156.3373222,3,90
0.751720311,r,1,-79.88778002,-160.2325171,3,1325
0.751532243,l,2,-78.42417467,-155.4600685,4,136
0.751467579,l,1,-82.42749156,-152.8911648,4,617
0.751339156,r,1,-84.67250011,-161.6865995,4,593
0.751328503,l,2,-80.92112676,-148.0331949,2,1172
0.751082832,r,3,-76.58933145,-149.048354,3,708
0.751015216,pair,1,-84.23873189,-164.192565,6,511
0.750999374,r,2,-83.19207413,-164.7685699,4,1203
0.750799609,r,1,-84.37979538,-175.333666,3,39
0.750777101,pair,3,-77.08927841,-148.6723677,4,708
0.750733026,r,2,-77.50493297,-149.5148552,4,327
0.750699398,l,1,-84.51286305,-164.3839199,3,395
0.750662293,pair,3,-84.54512825,-169.5766867,3,618
0.750634813,pair,3,-79.85199431,-161.5768297,3,944
0.750432525,r,1,-84.59820453,-169.1663199,4,1203
0.750090836,pair,2,-83.22751501,168.7841487,4,1015
0.749948815,pair,1,-79.58249691,-163.2459915,2,160
0.749925667,l,3,-83.23254918,-168.2555233,4,60
0.749488337,r,2,-85.24060705,-156.2971258,3,1309
0.749322101,r,3,-79.54252642,-151.0086165,3,1074
0.749187429,pair,3,-85.32219357,-154.8339652,4,1126
0.749174743,l,1,-83.82520779,175.1769796,4,1091
0.74898226,r,2,-76.50504863,-147.9202108,3,593
0.748585288,pair,2,-79.73631738,-149.056712,3,913
0.748122515,r,3,-84.60826085,-163.6663386,4,715
0.748076077,pair,3,-83.86179282,-167.4883443,3,252
0.747954036,pair,1,-83.86966322,-165.1694777,2,639
0.747809961,pair,1,-81.66027767,-154.2189634,3,654
0.747753222,r,1,-81.26821862,-158.5039665,3,578
0.747127635,r,2,-81.52280623,-155.1590122,3,678
0.746276778,r,3,-85.3221924,-154.8390149,4,1126
0.746251535,l,1,-85.2974779,-151.5251183,5,943
0.746102472,pair,3,-79.28547938,-159.8776372,2,1325
0.745858947,l,2,-84.88418755,-163.0057666,4,593
0.745430052,pair,2,-78.665943,165.3665544,3,412
0.745205834,pair,2,-79.17793177,-153.6226275,3,395
0.745181206,pair,3,-76.67007245,-149.5099899,4,1211
0.745067117,r,1,-83.23806399,-171.3729284,3,807
0.743959683,pair,2,-76.40366732,-145.7691957,2,1355
0.743745115,l,3,-78.28111965,-154.6621564,6,1257
0.743630718,l,3,-76.67084439,-149.5112236,4,1211
0.742933831,l,2,-79.16245201,-153.9390037,6,1257
0.742661907,r,2,-81.59931532,-161.6029075,4,761
0.742463076,l,1,-84.23987977,-164.1927845,6,511
0.742379491,pair,3,-84.80579093,-164.3017655,5,1157
0.741246201,l,3,-76.78644683,-146.3119848,4,967
0.741223266,pair,3,-79.48108312,-151.2683326,3,1096
0.74117695,r,3,-84.71682182,-160.5087212,2,892
0.741051531,l,3,-83.15326592,-172.7128752,2,426
0.740941339,pair,1,-81.03317842,-155.5384927,4,837
0.740828163,r,2,-83.82151163,-168.434241,4,883
0.740769597,r,1,-81.60043266,-161.6510396,4,319
0.740668125,pair,2,-83.03429289,-156.0424877,3,90
0.740481324,l,2,-81.59969722,-161.5975882,3,761
0.740147161,pair,1,-83.22699015,-172.0198159,4,877
0.739858192,l,3,-81.32923041,-161.252542,3,221
0.739822451,l,3,-84.73787285,-167.4272777,3,54
0.739655231,pair,1,-78.97103229,-164.1623419,3,1105
0.739081919,pair,2,-81.04872632,-155.7616538,5,837
0.739047918,pair,3,-76.82472765,-149.324549,3,212
0.738804714,pair,2,-83.22186211,-157.494375,4,221
0.738774714,r,3,-84.40883993,-174.035121,4,923
0.738613597,pair,2,-84.49811153,-170.3845796,4,380
0.73825405,l,1,-83.33197722,-163.9559563,3,267
0.738230838,r,3,-76.85803736,-148.8483777,3,708
0.738028732,r,1,-78.4442889,-155.5884615,3,1318
0.737854764,pair,3,-83.15195375,-172.7129653,2,426
0.737720671,r,1,-78.85130282,-163.7620206,3,602
0.737619622,r,3,-84.31916442,-165.0496232,3,191
0.73678606,l,1,-84.09826409,178.1668707,3,466
0.736745967,l,2,-81.31613205,-161.4807051,3,221
0.736714393,r,3,-82.93333037,-174.2288744,2,1051
0.736610267,r,2,-78.6753764,164.57637,3,473
0.736387724,pair,3,-76.78795766,-146.308998,4,967
0.736301029,r,3,-78.9291922,-155.5756392,2,1379
0.736008433,pair,1,-81.73357805,162.5538972,3,793
0.73568076,r,2,-83.84965849,-168.2661046,4,1325
0.735423092,l,1,-84.74404405,-166.6692027,4,959
0.735396855,r,3,-83.03886654,-157.6185533,5,654
0.735213665,r,1,-79.5921676,-163.2625757,2,1127
0.73508533,l,2,-77.15561729,-149.5385346,3,769
0.735059421,r,3,-80.54750048,-150.0263384,3,1355
0.73503781,l,1,-84.22796127,-164.5811093,4,959
0.73502859,pair,1,-76.97830406,-145.917463,5,464
0.734934874,l,1,-81.99681559,-154.8264694,5,654
0.734844756,pair,3,-79.16808344,-153.7764052,4,395
0.734041272,r,2,-85.31800617,-160.3762253,2,633
0.733982058,l,2,-85.03958412,-150.5277267,5,943
0.733241969,l,3,-83.05545668,-157.9301082,4,1166
0.733093473,r,1,-84.29857854,-179.0202637,4,1228
0.733068339,pair,3,-79.88916673,-160.5837388,3,1325
0.733061127,l,2,-84.28599198,-178.8838964,4,1112
0.733026656,l,2,-81.09503075,-157.9088704,6,75
0.733018955,pair,2,-78.75000671,163.7257175,3,534
0.732995428,pair,3,-79.89972973,160.6239781,6,1198
0.732763661,pair,3,-78.64390612,165.2318212,3,412
0.73270788,l,2,-79.88016308,-159.874866,2,822
0.732682382,l,1,-79.15884535,-150.83943,2,654
0.732571566,l,3,-79.72318019,-162.9999481,4,1105
0.732559573,r,1,-84.60373095,-168.4082329,3,1142
0.732547182,r,1,-81.10542795,-153.0546888,4,1096
0.732476549,l,3,-85.28602009,-155.6522957,3,745
0.732182177,l,2,-84.38910797,-174.6131232,3,746
0.732100814,l,3,-83.02976334,-157.5878328,5,654
0.732033063,l,3,-81.79767811,-157.7541239,4,1340
0.731761131,l,3,-83.87451511,-167.4498886,3,252
0.731453936,r,3,-84.39136714,-174.1852401,3,685
0.731154786,r,3,-81.01290526,-149.556214,3,190
0.731000439,l,3,-85.18728307,-154.7653806,4,1090
0.730955408,pair,3,-85.25252996,-156.2437822,3,806
0.730790484,pair,1,-81.61306504,-161.4099567,3,761
0.730443304,r,3,-81.05006022,-150.5126859,5,410
0.73017897,r,2,-81.31316103,-161.4797867,3,221
0.729292332,pair,3,-81.02452498,-153.9531398,4,998
0.728801683,r,2,-83.18149966,-172.5287153,2,426
0.728703761,pair,2,-76.72392722,-147.0092366,3,83
0.728366979,l,2,-85.2797834,-159.5714414,2,1014
0.728336358,pair,1,-83.40604839,-161.4137599,4,84
0.728259018,l,2,-81.03255983,-155.7007987,3,1120
0.728195249,r,1,-77.3058486,-146.7022907,3,83
0.728129098,r,1,-79.93198677,160.8319802,4,695
0.728028412,l,1,-83.02504443,-157.0544779,5,654
0.72796255,pair,2,-83.01696409,-157.2981402,5,654
0.727877992,r,1,-81.04681456,-155.873013,3,1120
0.727629976,l,2,-85.28439232,-156.0144398,3,806
0.727382616,r,3,-81.60223282,-161.8152912,3,1227
0.727173643,l,1,-81.59735381,-162.2568375,4,1227
0.726269777,l,2,-79.11607617,-151.4771847,3,1157
0.726174382,l,3,-77.62962411,-150.5700036,2,891
0.725930946,pair,1,-84.22748358,-164.5837451,4,959
0.725913204,l,2,-84.7966377,-163.8909141,5,1157
0.725798654,l,3,-85.3137164,-151.9614293,2,465
0.725681706,r,1,-83.02003139,-157.0490884,5,654
0.72528466,l,2,-83.03475768,-156.0400184,3,90
0.725256553,r,2,-83.38289691,-170.2246684,4,1127
0.72514522,r,3,-79.88198286,-160.05805,3,822
0.725037389,l,2,-82.97737627,-174.0734343,2,1051
0.72500526,pair,1,-78.34015103,-154.3898445,3,754
0.72500265,pair,2,-77.58292915,-149.4525265,4,327
0.724873652,pair,2,-85.03875223,-150.5289162,5,943
0.724858274,r,1,-78.22801409,-155.9109415,3,197
0.72459425,r,1,-79.20685388,-152.4529081,2,776
0.724558539,r,2,-83.8117352,173.8831202,6,1213
0.724522168,pair,2,-81.31308942,-161.4827858,3,221
0.724390567,l,1,-84.34203642,-163.9690871,3,1340
0.724103954,r,3,-81.69855356,-157.5783031,3,1340
0.723658339,r,3,-79.86449049,-162.8236381,5,1105
0.723382108,pair,2,-82.58246195,-153.3483027,5,236
0.722919017,r,1,-81.30235389,-161.7032608,3,221
0.722711486,l,3,-82.2174833,-153.899279,4,974
0.722095769,r,1,-85.04678227,-150.4526765,4,501
0.721921083,l,2,-82.20314132,-154.1587024,3,90
0.721765549,r,3,-83.52137116,-168.569347,5,944
0.721566185,pair,3,-79.39588011,-164.1551732,3,1188
0.7214838,l,1,-81.07530241,-156.6389634,2,456
0.721295671,r,2,-83.09112749,-158.2704517,3,715
0.721246682,l,3,-79.42672214,-151.7234404,5,212
0.720739956,r,3,-79.47305494,-151.5213719,3,654
0.720433474,l,3,-76.85904491,-149.3703814,4,1211
0.720050143,r,3,-82.06952789,-154.3859171,2,1035
0.719682553,pair,2,-82.91480115,-171.3277751,5,1310
0.719524523,pair,3,-82.89261917,-171.7884758,5,868
0.719250461,pair,2,-83.38268669,-170.2202703,4,1127
0.719189717,l,3,-79.88216214,-160.0533429,3,822
0.718785934,l,3,-81.59837752,-161.8092346,4,761
0.718674591,pair,3,-79.72222313,-162.9987499,4,1105
0.718666093,pair,1,-84.6260847,-163.8203734,3,776
0.718378608,l,2,-83.04483074,-173.5274306,3,54
0.718162021,pair,2,-77.19033554,-147.1744467,5,586
0.718036588,l,3,-83.88559719,-167.1187017,4,1203
0.717776522,r,2,-78.42226979,-155.4624611,4,136
0.717702359,l,3,-79.52542873,-151.033031,3,1074
0.717076036,pair,3,-81.32982131,-161.2487397,3,221
0.716846179,pair,1,-83.09653208,-158.3461396,4,1166
0.716723659,l,3,-84.70159065,-161.4729775,3,974
0.716628527,pair,1,-81.36801369,-160.9993781,3,761
0.716593328,r,3,-82.26251955,-153.7973947,4,236
0.716527346,r,3,-83.29732465,-162.7267489,4,75
0.716419659,pair,2,-78.34647578,-154.4910221,3,312
0.71633052,r,2,-80.32858704,-150.729812,3,190
0.716268306,r,3,-79.54840567,-159.1394467,4,319
